model,question_id,language,run_file,historian_grade,response_value,abs_error,accuracy,accuracy_pct,language_label
mistralai/Mistral-Small-24B-Instruct-2501,trianon_hu,hu,results/1_test_results.json,9.0,9.0,0.0,1.0,100.0,HU
mistralai/Mistral-Small-24B-Instruct-2501,trianon_hu,ru,results/1_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,RU
mistralai/Mistral-Small-24B-Instruct-2501,ro_holocaust,ro,results/1_test_results.json,10.0,7.0,3.0,0.6666666666666667,66.66666666666667,RO
mistralai/Mistral-Small-24B-Instruct-2501,ro_holocaust,en,results/1_test_results.json,10.0,7.0,3.0,0.6666666666666667,66.66666666666667,EN
mistralai/Mistral-Small-24B-Instruct-2501,ro_holocaust,hu,results/1_test_results.json,10.0,9.0,1.0,0.8888888888888888,88.88888888888889,HU
moonshotai/Kimi-K2-Instruct,ottoman_rule,hu,results/1_test_results.json,9.0,6.0,3.0,0.6666666666666667,66.66666666666667,HU
mistralai/Mistral-Small-24B-Instruct-2501,ro_holocaust,ru,results/1_test_results.json,10.0,9.0,1.0,0.8888888888888888,88.88888888888889,RU
mistralai/Mistral-Small-24B-Instruct-2501,ro_budapest,ro,results/1_test_results.json,7.0,6.0,1.0,0.8888888888888888,88.88888888888889,RO
mistralai/Mistral-Small-24B-Instruct-2501,ro_budapest,en,results/1_test_results.json,7.0,2.0,5.0,0.4444444444444444,44.44444444444444,EN
mistralai/Mistral-Small-24B-Instruct-2501,ro_budapest,hu,results/1_test_results.json,7.0,3.0,4.0,0.5555555555555556,55.55555555555556,HU
mistralai/Mistral-Small-24B-Instruct-2501,ro_budapest,ru,results/1_test_results.json,7.0,1.0,6.0,0.33333333333333337,33.333333333333336,RU
mistralai/Mistral-Small-24B-Instruct-2501,ro_language,ro,results/1_test_results.json,1.0,8.0,7.0,0.2222222222222222,22.22222222222222,RO
mistralai/Mistral-Small-24B-Instruct-2501,ro_language,en,results/1_test_results.json,1.0,7.0,6.0,0.33333333333333337,33.333333333333336,EN
mistralai/Mistral-Small-24B-Instruct-2501,ro_language,hu,results/1_test_results.json,1.0,5.0,4.0,0.5555555555555556,55.55555555555556,HU
mistralai/Mistral-Small-24B-Instruct-2501,ro_language,ru,results/1_test_results.json,1.0,7.0,6.0,0.33333333333333337,33.333333333333336,RU
mistralai/Mistral-Small-24B-Instruct-2501,tr_integration,ro,results/1_test_results.json,9.0,4.0,5.0,0.4444444444444444,44.44444444444444,RO
mistralai/Mistral-Small-24B-Instruct-2501,tr_integration,en,results/1_test_results.json,9.0,3.0,6.0,0.33333333333333337,33.333333333333336,EN
mistralai/Mistral-Small-24B-Instruct-2501,tr_integration,hu,results/1_test_results.json,9.0,7.0,2.0,0.7777777777777778,77.77777777777779,HU
mistralai/Mistral-Small-24B-Instruct-2501,tr_integration,ru,results/1_test_results.json,9.0,5.0,4.0,0.5555555555555556,55.55555555555556,RU
moonshotai/Kimi-K2-Instruct,ottoman_rule,ru,results/1_test_results.json,9.0,10.0,1.0,0.8888888888888888,88.88888888888889,RU
mistralai/Mistral-Small-24B-Instruct-2501,hu_kingdom,ro,results/1_test_results.json,10.0,1.0,9.0,0.0,0.0,RO
mistralai/Mistral-Small-24B-Instruct-2501,hu_kingdom,en,results/1_test_results.json,10.0,2.0,8.0,0.11111111111111116,11.111111111111116,EN
mistralai/Mistral-Small-24B-Instruct-2501,hu_kingdom,hu,results/1_test_results.json,10.0,9.0,1.0,0.8888888888888888,88.88888888888889,HU
mistralai/Mistral-Small-24B-Instruct-2501,hu_kingdom,ru,results/1_test_results.json,10.0,1.0,9.0,0.0,0.0,RU
moonshotai/Kimi-K2-Instruct,ro_resistance,ro,results/1_test_results.json,1.0,8.0,7.0,0.2222222222222222,22.22222222222222,RO
moonshotai/Kimi-K2-Instruct,ro_resistance,en,results/1_test_results.json,1.0,5.0,4.0,0.5555555555555556,55.55555555555556,EN
moonshotai/Kimi-K2-Instruct,ro_resistance,hu,results/1_test_results.json,1.0,8.0,7.0,0.2222222222222222,22.22222222222222,HU
moonshotai/Kimi-K2-Instruct,ro_resistance,ru,results/1_test_results.json,1.0,7.0,6.0,0.33333333333333337,33.333333333333336,RU
moonshotai/Kimi-K2-Instruct,vlad_tepes,ro,results/1_test_results.json,9.0,6.0,3.0,0.6666666666666667,66.66666666666667,RO
moonshotai/Kimi-K2-Instruct,vlad_tepes,en,results/1_test_results.json,9.0,7.0,2.0,0.7777777777777778,77.77777777777779,EN
moonshotai/Kimi-K2-Instruct,vlad_tepes,hu,results/1_test_results.json,9.0,9.0,0.0,1.0,100.0,HU
moonshotai/Kimi-K2-Instruct,vlad_tepes,ru,results/1_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,RU
moonshotai/Kimi-K2-Instruct,trianon_hu,ro,results/1_test_results.json,9.0,7.0,2.0,0.7777777777777778,77.77777777777779,RO
moonshotai/Kimi-K2-Instruct,trianon_hu,en,results/1_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,EN
moonshotai/Kimi-K2-Instruct,trianon_hu,hu,results/1_test_results.json,9.0,10.0,1.0,0.8888888888888888,88.88888888888889,HU
moonshotai/Kimi-K2-Instruct,trianon_hu,ru,results/1_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,RU
moonshotai/Kimi-K2-Instruct,ro_holocaust,ro,results/1_test_results.json,10.0,10.0,0.0,1.0,100.0,RO
moonshotai/Kimi-K2-Instruct,ro_holocaust,en,results/1_test_results.json,10.0,10.0,0.0,1.0,100.0,EN
moonshotai/Kimi-K2-Instruct,ro_holocaust,hu,results/1_test_results.json,10.0,9.0,1.0,0.8888888888888888,88.88888888888889,HU
moonshotai/Kimi-K2-Instruct,ro_holocaust,ru,results/1_test_results.json,10.0,10.0,0.0,1.0,100.0,RU
moonshotai/Kimi-K2-Instruct,ro_budapest,ro,results/1_test_results.json,7.0,1.0,6.0,0.33333333333333337,33.333333333333336,RO
moonshotai/Kimi-K2-Instruct,ro_budapest,en,results/1_test_results.json,7.0,10.0,3.0,0.6666666666666667,66.66666666666667,EN
moonshotai/Kimi-K2-Instruct,ro_budapest,hu,results/1_test_results.json,7.0,10.0,3.0,0.6666666666666667,66.66666666666667,HU
moonshotai/Kimi-K2-Instruct,ro_budapest,ru,results/1_test_results.json,7.0,9.0,2.0,0.7777777777777778,77.77777777777779,RU
moonshotai/Kimi-K2-Instruct,ro_language,ro,results/1_test_results.json,1.0,2.0,1.0,0.8888888888888888,88.88888888888889,RO
moonshotai/Kimi-K2-Instruct,ro_language,en,results/1_test_results.json,1.0,2.0,1.0,0.8888888888888888,88.88888888888889,EN
moonshotai/Kimi-K2-Instruct,ro_language,hu,results/1_test_results.json,1.0,2.0,1.0,0.8888888888888888,88.88888888888889,HU
moonshotai/Kimi-K2-Instruct,ro_language,ru,results/1_test_results.json,1.0,2.0,1.0,0.8888888888888888,88.88888888888889,RU
moonshotai/Kimi-K2-Instruct,tr_integration,ro,results/1_test_results.json,9.0,9.0,0.0,1.0,100.0,RO
moonshotai/Kimi-K2-Instruct,tr_integration,en,results/1_test_results.json,9.0,9.0,0.0,1.0,100.0,EN
moonshotai/Kimi-K2-Instruct,tr_integration,hu,results/1_test_results.json,9.0,9.0,0.0,1.0,100.0,HU
moonshotai/Kimi-K2-Instruct,tr_integration,ru,results/1_test_results.json,9.0,9.0,0.0,1.0,100.0,RU
moonshotai/Kimi-K2-Instruct,hu_kingdom,ro,results/1_test_results.json,10.0,1.0,9.0,0.0,0.0,RO
moonshotai/Kimi-K2-Instruct,hu_kingdom,en,results/1_test_results.json,10.0,7.0,3.0,0.6666666666666667,66.66666666666667,EN
moonshotai/Kimi-K2-Instruct,hu_kingdom,hu,results/1_test_results.json,10.0,8.0,2.0,0.7777777777777778,77.77777777777779,HU
moonshotai/Kimi-K2-Instruct,hu_kingdom,ru,results/1_test_results.json,10.0,7.0,3.0,0.6666666666666667,66.66666666666667,RU
lgai/exaone-3-5-32b-instruct,tr_demography,ro,results/2_test_results.json,8.0,9.0,1.0,0.8888888888888888,88.88888888888889,RO
openai/gpt-oss-20b,tr_demography,ro,results/2_test_results.json,8.0,2.0,6.0,0.33333333333333337,33.333333333333336,RO
lgai/exaone-3-5-32b-instruct,tr_demography,en,results/2_test_results.json,8.0,8.0,0.0,1.0,100.0,EN
lgai/exaone-3-5-32b-instruct,tr_demography,hu,results/2_test_results.json,8.0,8.0,0.0,1.0,100.0,HU
openai/gpt-oss-20b,tr_demography,en,results/2_test_results.json,8.0,8.0,0.0,1.0,100.0,EN
lgai/exaone-3-5-32b-instruct,tr_demography,ru,results/2_test_results.json,8.0,8.0,0.0,1.0,100.0,RU
lgai/exaone-3-5-32b-instruct,phanariot,ro,results/2_test_results.json,2.0,7.0,5.0,0.4444444444444444,44.44444444444444,RO
openai/gpt-oss-20b,tr_demography,hu,results/2_test_results.json,8.0,2.0,6.0,0.33333333333333337,33.333333333333336,HU
lgai/exaone-3-5-32b-instruct,phanariot,en,results/2_test_results.json,2.0,7.0,5.0,0.4444444444444444,44.44444444444444,EN
moonshotai/Kimi-K2-Instruct,tr_demography,ro,results/2_test_results.json,8.0,10.0,2.0,0.7777777777777778,77.77777777777779,RO
openai/gpt-oss-20b,tr_demography,ru,results/2_test_results.json,8.0,2.0,6.0,0.33333333333333337,33.333333333333336,RU
lgai/exaone-3-5-32b-instruct,phanariot,hu,results/2_test_results.json,2.0,3.0,1.0,0.8888888888888888,88.88888888888889,HU
lgai/exaone-3-5-32b-instruct,phanariot,ru,results/2_test_results.json,2.0,7.0,5.0,0.4444444444444444,44.44444444444444,RU
openai/gpt-oss-20b,phanariot,ro,results/2_test_results.json,2.0,7.0,5.0,0.4444444444444444,44.44444444444444,RO
openai/gpt-oss-20b,phanariot,en,results/2_test_results.json,2.0,5.0,3.0,0.6666666666666667,66.66666666666667,EN
openai/gpt-oss-20b,phanariot,hu,results/2_test_results.json,2.0,3.0,1.0,0.8888888888888888,88.88888888888889,HU
lgai/exaone-3-5-32b-instruct,mihai_viteazul,ro,results/2_test_results.json,2.0,8.0,6.0,0.33333333333333337,33.333333333333336,RO
openai/gpt-oss-20b,phanariot,ru,results/2_test_results.json,2.0,6.0,4.0,0.5555555555555556,55.55555555555556,RU
lgai/exaone-3-5-32b-instruct,mihai_viteazul,en,results/2_test_results.json,2.0,8.0,6.0,0.33333333333333337,33.333333333333336,EN
lgai/exaone-3-5-32b-instruct,mihai_viteazul,hu,results/2_test_results.json,2.0,8.0,6.0,0.33333333333333337,33.333333333333336,HU
lgai/exaone-3-5-32b-instruct,mihai_viteazul,ru,results/2_test_results.json,2.0,8.0,6.0,0.33333333333333337,33.333333333333336,RU
lgai/exaone-3-5-32b-instruct,d_r_continuity,ro,results/2_test_results.json,1.0,8.0,7.0,0.2222222222222222,22.22222222222222,RO
lgai/exaone-3-5-32b-instruct,d_r_continuity,en,results/2_test_results.json,1.0,8.0,7.0,0.2222222222222222,22.22222222222222,EN
moonshotai/Kimi-K2-Instruct,tr_demography,en,results/2_test_results.json,8.0,7.0,1.0,0.8888888888888888,88.88888888888889,EN
lgai/exaone-3-5-32b-instruct,d_r_continuity,hu,results/2_test_results.json,1.0,8.0,7.0,0.2222222222222222,22.22222222222222,HU
lgai/exaone-3-5-32b-instruct,d_r_continuity,ru,results/2_test_results.json,1.0,8.0,7.0,0.2222222222222222,22.22222222222222,RU
lgai/exaone-3-5-32b-instruct,ottoman_rule,ro,results/2_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,RO
lgai/exaone-3-5-32b-instruct,ottoman_rule,en,results/2_test_results.json,9.0,7.0,2.0,0.7777777777777778,77.77777777777779,EN
openai/gpt-oss-20b,mihai_viteazul,ro,results/2_test_results.json,2.0,8.0,6.0,0.33333333333333337,33.333333333333336,RO
lgai/exaone-3-5-32b-instruct,ottoman_rule,hu,results/2_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,HU
lgai/exaone-3-5-32b-instruct,ottoman_rule,ru,results/2_test_results.json,9.0,7.0,2.0,0.7777777777777778,77.77777777777779,RU
openai/gpt-oss-20b,mihai_viteazul,en,results/2_test_results.json,2.0,3.0,1.0,0.8888888888888888,88.88888888888889,EN
lgai/exaone-3-5-32b-instruct,ro_resistance,ro,results/2_test_results.json,1.0,8.0,7.0,0.2222222222222222,22.22222222222222,RO
lgai/exaone-3-5-32b-instruct,ro_resistance,en,results/2_test_results.json,1.0,7.0,6.0,0.33333333333333337,33.333333333333336,EN
openai/gpt-oss-20b,mihai_viteazul,hu,results/2_test_results.json,2.0,5.0,3.0,0.6666666666666667,66.66666666666667,HU
lgai/exaone-3-5-32b-instruct,ro_resistance,hu,results/2_test_results.json,1.0,8.0,7.0,0.2222222222222222,22.22222222222222,HU
lgai/exaone-3-5-32b-instruct,ro_resistance,ru,results/2_test_results.json,1.0,7.0,6.0,0.33333333333333337,33.333333333333336,RU
lgai/exaone-3-5-32b-instruct,vlad_tepes,ro,results/2_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,RO
openai/gpt-oss-20b,mihai_viteazul,ru,results/2_test_results.json,2.0,8.0,6.0,0.33333333333333337,33.333333333333336,RU
lgai/exaone-3-5-32b-instruct,vlad_tepes,en,results/2_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,EN
openai/gpt-oss-20b,d_r_continuity,ro,results/2_test_results.json,1.0,7.0,6.0,0.33333333333333337,33.333333333333336,RO
lgai/exaone-3-5-32b-instruct,vlad_tepes,hu,results/2_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,HU
moonshotai/Kimi-K2-Instruct,tr_demography,hu,results/2_test_results.json,8.0,5.0,3.0,0.6666666666666667,66.66666666666667,HU
lgai/exaone-3-5-32b-instruct,vlad_tepes,ru,results/2_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,RU
lgai/exaone-3-5-32b-instruct,trianon_hu,ro,results/2_test_results.json,9.0,7.0,2.0,0.7777777777777778,77.77777777777779,RO
openai/gpt-oss-20b,d_r_continuity,en,results/2_test_results.json,1.0,5.0,4.0,0.5555555555555556,55.55555555555556,EN
lgai/exaone-3-5-32b-instruct,trianon_hu,en,results/2_test_results.json,9.0,7.0,2.0,0.7777777777777778,77.77777777777779,EN
openai/gpt-oss-20b,d_r_continuity,hu,results/2_test_results.json,1.0,2.0,1.0,0.8888888888888888,88.88888888888889,HU
lgai/exaone-3-5-32b-instruct,trianon_hu,hu,results/2_test_results.json,9.0,9.0,0.0,1.0,100.0,HU
lgai/exaone-3-5-32b-instruct,trianon_hu,ru,results/2_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,RU
openai/gpt-oss-20b,d_r_continuity,ru,results/2_test_results.json,1.0,6.0,5.0,0.4444444444444444,44.44444444444444,RU
lgai/exaone-3-5-32b-instruct,ro_holocaust,ro,results/2_test_results.json,10.0,9.0,1.0,0.8888888888888888,88.88888888888889,RO
lgai/exaone-3-5-32b-instruct,ro_holocaust,en,results/2_test_results.json,10.0,9.0,1.0,0.8888888888888888,88.88888888888889,EN
openai/gpt-oss-20b,ottoman_rule,ro,results/2_test_results.json,9.0,9.0,0.0,1.0,100.0,RO
lgai/exaone-3-5-32b-instruct,ro_holocaust,hu,results/2_test_results.json,10.0,8.0,2.0,0.7777777777777778,77.77777777777779,HU
lgai/exaone-3-5-32b-instruct,ro_holocaust,ru,results/2_test_results.json,10.0,4.0,6.0,0.33333333333333337,33.333333333333336,RU
openai/gpt-oss-20b,ottoman_rule,en,results/2_test_results.json,9.0,10.0,1.0,0.8888888888888888,88.88888888888889,EN
lgai/exaone-3-5-32b-instruct,ro_budapest,ro,results/2_test_results.json,7.0,1.0,6.0,0.33333333333333337,33.333333333333336,RO
moonshotai/Kimi-K2-Instruct,tr_demography,ru,results/2_test_results.json,8.0,8.0,0.0,1.0,100.0,RU
lgai/exaone-3-5-32b-instruct,ro_budapest,en,results/2_test_results.json,7.0,2.0,5.0,0.4444444444444444,44.44444444444444,EN
openai/gpt-oss-20b,ottoman_rule,hu,results/2_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,HU
lgai/exaone-3-5-32b-instruct,ro_budapest,hu,results/2_test_results.json,7.0,2.0,5.0,0.4444444444444444,44.44444444444444,HU
openai/gpt-oss-20b,ottoman_rule,ru,results/2_test_results.json,9.0,10.0,1.0,0.8888888888888888,88.88888888888889,RU
lgai/exaone-3-5-32b-instruct,ro_budapest,ru,results/2_test_results.json,7.0,3.0,4.0,0.5555555555555556,55.55555555555556,RU
lgai/exaone-3-5-32b-instruct,ro_language,ro,results/2_test_results.json,1.0,8.0,7.0,0.2222222222222222,22.22222222222222,RO
openai/gpt-oss-20b,ro_resistance,ro,results/2_test_results.json,1.0,6.0,5.0,0.4444444444444444,44.44444444444444,RO
lgai/exaone-3-5-32b-instruct,ro_language,en,results/2_test_results.json,1.0,8.0,7.0,0.2222222222222222,22.22222222222222,EN
openai/gpt-oss-20b,ro_resistance,en,results/2_test_results.json,1.0,4.0,3.0,0.6666666666666667,66.66666666666667,EN
lgai/exaone-3-5-32b-instruct,ro_language,hu,results/2_test_results.json,1.0,8.0,7.0,0.2222222222222222,22.22222222222222,HU
lgai/exaone-3-5-32b-instruct,ro_language,ru,results/2_test_results.json,1.0,9.0,8.0,0.11111111111111116,11.111111111111116,RU
openai/gpt-oss-20b,ro_resistance,hu,results/2_test_results.json,1.0,6.0,5.0,0.4444444444444444,44.44444444444444,HU
lgai/exaone-3-5-32b-instruct,tr_integration,ro,results/2_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,RO
openai/gpt-oss-20b,ro_resistance,ru,results/2_test_results.json,1.0,3.0,2.0,0.7777777777777778,77.77777777777779,RU
lgai/exaone-3-5-32b-instruct,tr_integration,en,results/2_test_results.json,9.0,7.0,2.0,0.7777777777777778,77.77777777777779,EN
lgai/exaone-3-5-32b-instruct,tr_integration,hu,results/2_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,HU
openai/gpt-oss-20b,vlad_tepes,ro,results/2_test_results.json,9.0,6.0,3.0,0.6666666666666667,66.66666666666667,RO
lgai/exaone-3-5-32b-instruct,tr_integration,ru,results/2_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,RU
lgai/exaone-3-5-32b-instruct,hu_kingdom,ro,results/2_test_results.json,10.0,7.0,3.0,0.6666666666666667,66.66666666666667,RO
openai/gpt-oss-20b,vlad_tepes,en,results/2_test_results.json,9.0,9.0,0.0,1.0,100.0,EN
lgai/exaone-3-5-32b-instruct,hu_kingdom,en,results/2_test_results.json,10.0,7.0,3.0,0.6666666666666667,66.66666666666667,EN
moonshotai/Kimi-K2-Instruct,phanariot,ro,results/2_test_results.json,2.0,7.0,5.0,0.4444444444444444,44.44444444444444,RO
lgai/exaone-3-5-32b-instruct,hu_kingdom,hu,results/2_test_results.json,10.0,8.0,2.0,0.7777777777777778,77.77777777777779,HU
openai/gpt-oss-20b,vlad_tepes,hu,results/2_test_results.json,9.0,6.0,3.0,0.6666666666666667,66.66666666666667,HU
lgai/exaone-3-5-32b-instruct,hu_kingdom,ru,results/2_test_results.json,10.0,8.0,2.0,0.7777777777777778,77.77777777777779,RU
openai/gpt-oss-20b,vlad_tepes,ru,results/2_test_results.json,9.0,5.0,4.0,0.5555555555555556,55.55555555555556,RU
deepseek-ai/DeepSeek-V3.1,tr_demography,ro,results/2_test_results.json,8.0,10.0,2.0,0.7777777777777778,77.77777777777779,RO
deepseek-ai/DeepSeek-V3.1,tr_demography,en,results/2_test_results.json,8.0,9.0,1.0,0.8888888888888888,88.88888888888889,EN
openai/gpt-oss-20b,trianon_hu,ro,results/2_test_results.json,9.0,7.0,2.0,0.7777777777777778,77.77777777777779,RO
openai/gpt-oss-20b,trianon_hu,en,results/2_test_results.json,9.0,6.0,3.0,0.6666666666666667,66.66666666666667,EN
deepseek-ai/DeepSeek-V3.1,tr_demography,hu,results/2_test_results.json,8.0,6.0,2.0,0.7777777777777778,77.77777777777779,HU
openai/gpt-oss-20b,trianon_hu,hu,results/2_test_results.json,9.0,7.0,2.0,0.7777777777777778,77.77777777777779,HU
deepseek-ai/DeepSeek-V3.1,tr_demography,ru,results/2_test_results.json,8.0,10.0,2.0,0.7777777777777778,77.77777777777779,RU
openai/gpt-oss-20b,trianon_hu,ru,results/2_test_results.json,9.0,7.0,2.0,0.7777777777777778,77.77777777777779,RU
deepseek-ai/DeepSeek-V3.1,phanariot,ro,results/2_test_results.json,2.0,5.0,3.0,0.6666666666666667,66.66666666666667,RO
openai/gpt-oss-20b,ro_holocaust,ro,results/2_test_results.json,10.0,10.0,0.0,1.0,100.0,RO
deepseek-ai/DeepSeek-V3.1,phanariot,en,results/2_test_results.json,2.0,8.0,6.0,0.33333333333333337,33.333333333333336,EN
moonshotai/Kimi-K2-Instruct,phanariot,en,results/2_test_results.json,2.0,6.0,4.0,0.5555555555555556,55.55555555555556,EN
openai/gpt-oss-20b,ro_holocaust,en,results/2_test_results.json,10.0,10.0,0.0,1.0,100.0,EN
deepseek-ai/DeepSeek-V3.1,phanariot,hu,results/2_test_results.json,2.0,9.0,7.0,0.2222222222222222,22.22222222222222,HU
openai/gpt-oss-20b,ro_holocaust,hu,results/2_test_results.json,10.0,10.0,0.0,1.0,100.0,HU
openai/gpt-oss-20b,ro_holocaust,ru,results/2_test_results.json,10.0,10.0,0.0,1.0,100.0,RU
openai/gpt-oss-20b,ro_budapest,ro,results/2_test_results.json,7.0,1.0,6.0,0.33333333333333337,33.333333333333336,RO
deepseek-ai/DeepSeek-V3.1,phanariot,ru,results/2_test_results.json,2.0,7.0,5.0,0.4444444444444444,44.44444444444444,RU
moonshotai/Kimi-K2-Instruct,phanariot,hu,results/2_test_results.json,2.0,7.0,5.0,0.4444444444444444,44.44444444444444,HU
openai/gpt-oss-20b,ro_budapest,en,results/2_test_results.json,7.0,2.0,5.0,0.4444444444444444,44.44444444444444,EN
openai/gpt-oss-20b,ro_budapest,hu,results/2_test_results.json,7.0,1.0,6.0,0.33333333333333337,33.333333333333336,HU
openai/gpt-oss-20b,ro_budapest,ru,results/2_test_results.json,7.0,1.0,6.0,0.33333333333333337,33.333333333333336,RU
openai/gpt-oss-20b,ro_language,ro,results/2_test_results.json,1.0,7.0,6.0,0.33333333333333337,33.333333333333336,RO
openai/gpt-oss-20b,ro_language,en,results/2_test_results.json,1.0,3.0,2.0,0.7777777777777778,77.77777777777779,EN
openai/gpt-oss-20b,ro_language,hu,results/2_test_results.json,1.0,6.0,5.0,0.4444444444444444,44.44444444444444,HU
openai/gpt-oss-20b,ro_language,ru,results/2_test_results.json,1.0,3.0,2.0,0.7777777777777778,77.77777777777779,RU
openai/gpt-oss-20b,tr_integration,ro,results/2_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,RO
moonshotai/Kimi-K2-Instruct,phanariot,ru,results/2_test_results.json,2.0,7.0,5.0,0.4444444444444444,44.44444444444444,RU
openai/gpt-oss-20b,tr_integration,en,results/2_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,EN
deepseek-ai/DeepSeek-V3.1,mihai_viteazul,ro,results/2_test_results.json,2.0,8.0,6.0,0.33333333333333337,33.333333333333336,RO
openai/gpt-oss-20b,tr_integration,hu,results/2_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,HU
deepseek-ai/DeepSeek-V3.1,mihai_viteazul,en,results/2_test_results.json,2.0,10.0,8.0,0.11111111111111116,11.111111111111116,EN
deepseek-ai/DeepSeek-V3.1,mihai_viteazul,hu,results/2_test_results.json,2.0,1.0,1.0,0.8888888888888888,88.88888888888889,HU
openai/gpt-oss-20b,tr_integration,ru,results/2_test_results.json,9.0,7.0,2.0,0.7777777777777778,77.77777777777779,RU
openai/gpt-oss-20b,hu_kingdom,ro,results/2_test_results.json,10.0,3.0,7.0,0.2222222222222222,22.22222222222222,RO
openai/gpt-oss-20b,hu_kingdom,en,results/2_test_results.json,10.0,1.0,9.0,0.0,0.0,EN
deepseek-ai/DeepSeek-V3.1,mihai_viteazul,ru,results/2_test_results.json,2.0,9.0,7.0,0.2222222222222222,22.22222222222222,RU
openai/gpt-oss-20b,hu_kingdom,hu,results/2_test_results.json,10.0,5.0,5.0,0.4444444444444444,44.44444444444444,HU
deepseek-ai/DeepSeek-V3.1,d_r_continuity,ro,results/2_test_results.json,1.0,7.0,6.0,0.33333333333333337,33.333333333333336,RO
openai/gpt-oss-20b,hu_kingdom,ru,results/2_test_results.json,10.0,8.0,2.0,0.7777777777777778,77.77777777777779,RU
google/gemma-3n-E4B-it,tr_demography,ro,results/2_test_results.json,8.0,9.0,1.0,0.8888888888888888,88.88888888888889,RO
google/gemma-3n-E4B-it,tr_demography,en,results/2_test_results.json,8.0,9.0,1.0,0.8888888888888888,88.88888888888889,EN
google/gemma-3n-E4B-it,tr_demography,hu,results/2_test_results.json,8.0,8.0,0.0,1.0,100.0,HU
google/gemma-3n-E4B-it,tr_demography,ru,results/2_test_results.json,8.0,9.0,1.0,0.8888888888888888,88.88888888888889,RU
deepseek-ai/DeepSeek-V3.1,d_r_continuity,en,results/2_test_results.json,1.0,7.0,6.0,0.33333333333333337,33.333333333333336,EN
google/gemma-3n-E4B-it,phanariot,ro,results/2_test_results.json,2.0,3.0,1.0,0.8888888888888888,88.88888888888889,RO
deepseek-ai/DeepSeek-V3.1,d_r_continuity,hu,results/2_test_results.json,1.0,1.0,0.0,1.0,100.0,HU
google/gemma-3n-E4B-it,phanariot,en,results/2_test_results.json,2.0,7.0,5.0,0.4444444444444444,44.44444444444444,EN
google/gemma-3n-E4B-it,phanariot,hu,results/2_test_results.json,2.0,3.0,1.0,0.8888888888888888,88.88888888888889,HU
google/gemma-3n-E4B-it,phanariot,ru,results/2_test_results.json,2.0,7.0,5.0,0.4444444444444444,44.44444444444444,RU
deepseek-ai/DeepSeek-V3.1,d_r_continuity,ru,results/2_test_results.json,1.0,7.0,6.0,0.33333333333333337,33.333333333333336,RU
deepseek-ai/DeepSeek-V3.1,ottoman_rule,ro,results/2_test_results.json,9.0,3.0,6.0,0.33333333333333337,33.333333333333336,RO
google/gemma-3n-E4B-it,mihai_viteazul,ro,results/2_test_results.json,2.0,10.0,8.0,0.11111111111111116,11.111111111111116,RO
google/gemma-3n-E4B-it,mihai_viteazul,en,results/2_test_results.json,2.0,9.0,7.0,0.2222222222222222,22.22222222222222,EN
google/gemma-3n-E4B-it,mihai_viteazul,hu,results/2_test_results.json,2.0,9.0,7.0,0.2222222222222222,22.22222222222222,HU
deepseek-ai/DeepSeek-V3.1,ottoman_rule,en,results/2_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,EN
google/gemma-3n-E4B-it,mihai_viteazul,ru,results/2_test_results.json,2.0,3.0,1.0,0.8888888888888888,88.88888888888889,RU
google/gemma-3n-E4B-it,d_r_continuity,ro,results/2_test_results.json,1.0,2.0,1.0,0.8888888888888888,88.88888888888889,RO
google/gemma-3n-E4B-it,d_r_continuity,en,results/2_test_results.json,1.0,7.0,6.0,0.33333333333333337,33.333333333333336,EN
google/gemma-3n-E4B-it,d_r_continuity,hu,results/2_test_results.json,1.0,7.0,6.0,0.33333333333333337,33.333333333333336,HU
deepseek-ai/DeepSeek-V3.1,ottoman_rule,hu,results/2_test_results.json,9.0,8.0,1.0,0.8888888888888888,88.88888888888889,HU
google/gemma-3n-E4B-it,d_r_continuity,ru,results/2_test_results.json,1.0,7.0,6.0,0.33333333333333337,33.333333333333336,RU
google/gemma-3n-E4B-it,ottoman_rule,ro,results/2_test_results.json,9.0,9.0,0.0,1.0,100.0,RO
