model,qid,run_id,n_langs_present,langs_present,langs_missing,range,stable
deepseek-ai/DeepSeek-V3.1,ro_language,4,4,"en,hu,ro,ru",,9.0,0.0
deepseek-ai/DeepSeek-V3.1,ro_resistance,1,4,"en,hu,ro,ru",,2.0,0.0
deepseek-ai/DeepSeek-V3.1,ro_resistance,2,4,"en,hu,ro,ru",,2.0,0.0
deepseek-ai/DeepSeek-V3.1,ro_resistance,3,4,"en,hu,ro,ru",,1.0,1.0
deepseek-ai/DeepSeek-V3.1,ro_resistance,4,4,"en,hu,ro,ru",,2.0,0.0
deepseek-ai/DeepSeek-V3.1,tr_demography,1,4,"en,hu,ro,ru",,7.0,0.0
deepseek-ai/DeepSeek-V3.1,tr_demography,2,4,"en,hu,ro,ru",,4.0,0.0
deepseek-ai/DeepSeek-V3.1,tr_demography,3,4,"en,hu,ro,ru",,8.0,0.0
deepseek-ai/DeepSeek-V3.1,tr_demography,4,4,"en,hu,ro,ru",,4.0,0.0
deepseek-ai/DeepSeek-V3.1,tr_integration,1,4,"en,hu,ro,ru",,3.0,0.0
deepseek-ai/DeepSeek-V3.1,tr_integration,2,4,"en,hu,ro,ru",,5.0,0.0
deepseek-ai/DeepSeek-V3.1,tr_integration,3,4,"en,hu,ro,ru",,3.0,0.0
deepseek-ai/DeepSeek-V3.1,tr_integration,4,4,"en,hu,ro,ru",,3.0,0.0
deepseek-ai/DeepSeek-V3.1,trianon_hu,1,4,"en,hu,ro,ru",,2.0,0.0
deepseek-ai/DeepSeek-V3.1,trianon_hu,2,4,"en,hu,ro,ru",,2.0,0.0
deepseek-ai/DeepSeek-V3.1,trianon_hu,3,4,"en,hu,ro,ru",,1.0,1.0
deepseek-ai/DeepSeek-V3.1,trianon_hu,4,4,"en,hu,ro,ru",,8.0,0.0
deepseek-ai/DeepSeek-V3.1,vlad_tepes,1,4,"en,hu,ro,ru",,6.0,0.0
deepseek-ai/DeepSeek-V3.1,vlad_tepes,2,4,"en,hu,ro,ru",,9.0,0.0
deepseek-ai/DeepSeek-V3.1,vlad_tepes,3,4,"en,hu,ro,ru",,2.0,0.0
deepseek-ai/DeepSeek-V3.1,vlad_tepes,4,4,"en,hu,ro,ru",,8.0,0.0
google/gemma-3n-E4B-it,ceausescu,1,4,"en,hu,ro,ru",,2.0,0.0
google/gemma-3n-E4B-it,ceausescu,2,4,"en,hu,ro,ru",,1.0,1.0
google/gemma-3n-E4B-it,ceausescu,3,4,"en,hu,ro,ru",,1.0,1.0
google/gemma-3n-E4B-it,ceausescu,4,4,"en,hu,ro,ru",,1.0,1.0
google/gemma-3n-E4B-it,d_r_continuity,1,4,"en,hu,ro,ru",,4.0,0.0
google/gemma-3n-E4B-it,d_r_continuity,2,4,"en,hu,ro,ru",,5.0,0.0
google/gemma-3n-E4B-it,d_r_continuity,3,4,"en,hu,ro,ru",,4.0,0.0
google/gemma-3n-E4B-it,d_r_continuity,4,4,"en,hu,ro,ru",,4.0,0.0
google/gemma-3n-E4B-it,hu_kingdom,1,4,"en,hu,ro,ru",,8.0,0.0
google/gemma-3n-E4B-it,hu_kingdom,2,4,"en,hu,ro,ru",,8.0,0.0
google/gemma-3n-E4B-it,hu_kingdom,3,4,"en,hu,ro,ru",,6.0,0.0
google/gemma-3n-E4B-it,hu_kingdom,4,4,"en,hu,ro,ru",,6.0,0.0
google/gemma-3n-E4B-it,mihai_viteazul,1,4,"en,hu,ro,ru",,8.0,0.0
google/gemma-3n-E4B-it,mihai_viteazul,2,4,"en,hu,ro,ru",,7.0,0.0
google/gemma-3n-E4B-it,mihai_viteazul,3,4,"en,hu,ro,ru",,6.0,0.0
google/gemma-3n-E4B-it,mihai_viteazul,4,4,"en,hu,ro,ru",,6.0,0.0
google/gemma-3n-E4B-it,ottoman_rule,1,4,"en,hu,ro,ru",,3.0,0.0
google/gemma-3n-E4B-it,ottoman_rule,2,4,"en,hu,ro,ru",,1.0,1.0
google/gemma-3n-E4B-it,ottoman_rule,3,4,"en,hu,ro,ru",,3.0,0.0
google/gemma-3n-E4B-it,ottoman_rule,4,4,"en,hu,ro,ru",,2.0,0.0
google/gemma-3n-E4B-it,phanariot,1,4,"en,hu,ro,ru",,4.0,0.0
google/gemma-3n-E4B-it,phanariot,2,4,"en,hu,ro,ru",,4.0,0.0
google/gemma-3n-E4B-it,phanariot,3,4,"en,hu,ro,ru",,4.0,0.0
google/gemma-3n-E4B-it,phanariot,4,4,"en,hu,ro,ru",,4.0,0.0
google/gemma-3n-E4B-it,ro_budapest,1,4,"en,hu,ro,ru",,7.0,0.0
google/gemma-3n-E4B-it,ro_budapest,2,4,"en,hu,ro,ru",,7.0,0.0
google/gemma-3n-E4B-it,ro_budapest,3,4,"en,hu,ro,ru",,9.0,0.0
google/gemma-3n-E4B-it,ro_budapest,4,4,"en,hu,ro,ru",,9.0,0.0
google/gemma-3n-E4B-it,ro_holocaust,1,4,"en,hu,ro,ru",,1.0,1.0
google/gemma-3n-E4B-it,ro_holocaust,2,4,"en,hu,ro,ru",,1.0,1.0
google/gemma-3n-E4B-it,ro_holocaust,3,4,"en,hu,ro,ru",,1.0,1.0
google/gemma-3n-E4B-it,ro_holocaust,4,4,"en,hu,ro,ru",,1.0,1.0
google/gemma-3n-E4B-it,ro_language,1,4,"en,hu,ro,ru",,2.0,0.0
google/gemma-3n-E4B-it,ro_language,2,4,"en,hu,ro,ru",,2.0,0.0
google/gemma-3n-E4B-it,ro_language,3,4,"en,hu,ro,ru",,2.0,0.0
google/gemma-3n-E4B-it,ro_language,4,4,"en,hu,ro,ru",,2.0,0.0
google/gemma-3n-E4B-it,ro_resistance,1,4,"en,hu,ro,ru",,0.0,1.0
google/gemma-3n-E4B-it,ro_resistance,2,4,"en,hu,ro,ru",,2.0,0.0
google/gemma-3n-E4B-it,ro_resistance,3,4,"en,hu,ro,ru",,0.0,1.0
google/gemma-3n-E4B-it,ro_resistance,4,4,"en,hu,ro,ru",,0.0,1.0
google/gemma-3n-E4B-it,tr_demography,1,4,"en,hu,ro,ru",,0.0,1.0
google/gemma-3n-E4B-it,tr_demography,2,4,"en,hu,ro,ru",,1.0,1.0
google/gemma-3n-E4B-it,tr_demography,3,4,"en,hu,ro,ru",,0.0,1.0
google/gemma-3n-E4B-it,tr_demography,4,4,"en,hu,ro,ru",,0.0,1.0
google/gemma-3n-E4B-it,tr_integration,1,4,"en,hu,ro,ru",,5.0,0.0
google/gemma-3n-E4B-it,tr_integration,2,4,"en,hu,ro,ru",,6.0,0.0
google/gemma-3n-E4B-it,tr_integration,3,4,"en,hu,ro,ru",,6.0,0.0
google/gemma-3n-E4B-it,tr_integration,4,4,"en,hu,ro,ru",,6.0,0.0
google/gemma-3n-E4B-it,trianon_hu,1,4,"en,hu,ro,ru",,0.0,1.0
google/gemma-3n-E4B-it,trianon_hu,2,4,"en,hu,ro,ru",,1.0,1.0
google/gemma-3n-E4B-it,trianon_hu,3,4,"en,hu,ro,ru",,0.0,1.0
google/gemma-3n-E4B-it,trianon_hu,4,4,"en,hu,ro,ru",,0.0,1.0
google/gemma-3n-E4B-it,vlad_tepes,1,4,"en,hu,ro,ru",,1.0,1.0
google/gemma-3n-E4B-it,vlad_tepes,2,4,"en,hu,ro,ru",,1.0,1.0
google/gemma-3n-E4B-it,vlad_tepes,3,4,"en,hu,ro,ru",,1.0,1.0
google/gemma-3n-E4B-it,vlad_tepes,4,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,ceausescu,1,4,"en,hu,ro,ru",,8.0,0.0
lgai/exaone-3-5-32b-instruct,ceausescu,2,4,"en,hu,ro,ru",,5.0,0.0
lgai/exaone-3-5-32b-instruct,ceausescu,3,4,"en,hu,ro,ru",,7.0,0.0
lgai/exaone-3-5-32b-instruct,ceausescu,4,4,"en,hu,ro,ru",,6.0,0.0
lgai/exaone-3-5-32b-instruct,d_r_continuity,1,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,d_r_continuity,2,4,"en,hu,ro,ru",,0.0,1.0
lgai/exaone-3-5-32b-instruct,d_r_continuity,3,4,"en,hu,ro,ru",,0.0,1.0
lgai/exaone-3-5-32b-instruct,d_r_continuity,4,4,"en,hu,ro,ru",,0.0,1.0
lgai/exaone-3-5-32b-instruct,hu_kingdom,1,4,"en,hu,ro,ru",,4.0,0.0
lgai/exaone-3-5-32b-instruct,hu_kingdom,2,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,hu_kingdom,3,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,hu_kingdom,4,4,"en,hu,ro,ru",,2.0,0.0
lgai/exaone-3-5-32b-instruct,mihai_viteazul,1,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,mihai_viteazul,2,4,"en,hu,ro,ru",,0.0,1.0
lgai/exaone-3-5-32b-instruct,mihai_viteazul,3,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,mihai_viteazul,4,4,"en,hu,ro,ru",,3.0,0.0
lgai/exaone-3-5-32b-instruct,ottoman_rule,1,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,ottoman_rule,2,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,ottoman_rule,3,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,ottoman_rule,4,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,phanariot,1,4,"en,hu,ro,ru",,4.0,0.0
lgai/exaone-3-5-32b-instruct,phanariot,2,4,"en,hu,ro,ru",,4.0,0.0
lgai/exaone-3-5-32b-instruct,phanariot,3,4,"en,hu,ro,ru",,4.0,0.0
lgai/exaone-3-5-32b-instruct,phanariot,4,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,ro_budapest,1,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,ro_budapest,2,4,"en,hu,ro,ru",,2.0,0.0
lgai/exaone-3-5-32b-instruct,ro_budapest,3,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,ro_budapest,4,4,"en,hu,ro,ru",,2.0,0.0
lgai/exaone-3-5-32b-instruct,ro_holocaust,1,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,ro_holocaust,2,4,"en,hu,ro,ru",,5.0,0.0
lgai/exaone-3-5-32b-instruct,ro_holocaust,3,4,"en,hu,ro,ru",,6.0,0.0
lgai/exaone-3-5-32b-instruct,ro_holocaust,4,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,ro_language,1,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,ro_language,2,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,ro_language,3,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,ro_language,4,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,ro_resistance,1,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,ro_resistance,2,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,ro_resistance,3,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,ro_resistance,4,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,tr_demography,1,4,"en,hu,ro,ru",,2.0,0.0
lgai/exaone-3-5-32b-instruct,tr_demography,2,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,tr_demography,3,4,"en,hu,ro,ru",,0.0,1.0
lgai/exaone-3-5-32b-instruct,tr_demography,4,4,"en,hu,ro,ru",,2.0,0.0
lgai/exaone-3-5-32b-instruct,tr_integration,1,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,tr_integration,2,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,tr_integration,3,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,tr_integration,4,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,trianon_hu,1,4,"en,hu,ro,ru",,7.0,0.0
lgai/exaone-3-5-32b-instruct,trianon_hu,2,4,"en,hu,ro,ru",,2.0,0.0
lgai/exaone-3-5-32b-instruct,trianon_hu,3,4,"en,hu,ro,ru",,5.0,0.0
lgai/exaone-3-5-32b-instruct,trianon_hu,4,4,"en,hu,ro,ru",,5.0,0.0
lgai/exaone-3-5-32b-instruct,vlad_tepes,1,4,"en,hu,ro,ru",,0.0,1.0
lgai/exaone-3-5-32b-instruct,vlad_tepes,2,4,"en,hu,ro,ru",,0.0,1.0
lgai/exaone-3-5-32b-instruct,vlad_tepes,3,4,"en,hu,ro,ru",,1.0,1.0
lgai/exaone-3-5-32b-instruct,vlad_tepes,4,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ceausescu,1,4,"en,hu,ro,ru",,4.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ceausescu,2,4,"en,hu,ro,ru",,6.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ceausescu,3,4,"en,hu,ro,ru",,6.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ceausescu,4,4,"en,hu,ro,ru",,4.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,d_r_continuity,1,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,d_r_continuity,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,d_r_continuity,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,d_r_continuity,4,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,hu_kingdom,1,4,"en,hu,ro,ru",,6.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,hu_kingdom,2,4,"en,hu,ro,ru",,4.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,hu_kingdom,3,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,hu_kingdom,4,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,mihai_viteazul,1,4,"en,hu,ro,ru",,2.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,mihai_viteazul,2,4,"en,hu,ro,ru",,2.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,mihai_viteazul,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,mihai_viteazul,4,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ottoman_rule,1,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ottoman_rule,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ottoman_rule,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ottoman_rule,4,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,phanariot,1,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,phanariot,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,phanariot,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,phanariot,4,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ro_budapest,1,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ro_budapest,2,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ro_budapest,3,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ro_budapest,4,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ro_holocaust,1,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ro_holocaust,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ro_holocaust,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ro_holocaust,4,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ro_language,1,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ro_language,2,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ro_language,3,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ro_language,4,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ro_resistance,1,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ro_resistance,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ro_resistance,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,ro_resistance,4,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,tr_demography,1,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,tr_demography,2,4,"en,hu,ro,ru",,2.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,tr_demography,3,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,tr_demography,4,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,tr_integration,1,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,tr_integration,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,tr_integration,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,tr_integration,4,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,trianon_hu,1,4,"en,hu,ro,ru",,2.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,trianon_hu,2,4,"en,hu,ro,ru",,2.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,trianon_hu,3,4,"en,hu,ro,ru",,2.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,trianon_hu,4,4,"en,hu,ro,ru",,2.0,0.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,vlad_tepes,1,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,vlad_tepes,2,4,"en,hu,ro,ru",,1.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,vlad_tepes,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-3.3-70B-Instruct-Turbo,vlad_tepes,4,4,"en,hu,ro,ru",,2.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ceausescu,1,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ceausescu,2,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ceausescu,3,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ceausescu,4,4,"en,hu,ro,ru",,4.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,d_r_continuity,1,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,d_r_continuity,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,d_r_continuity,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,d_r_continuity,4,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,hu_kingdom,1,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,hu_kingdom,2,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,hu_kingdom,3,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,hu_kingdom,4,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,mihai_viteazul,1,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,mihai_viteazul,2,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,mihai_viteazul,3,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,mihai_viteazul,4,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ottoman_rule,1,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ottoman_rule,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ottoman_rule,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ottoman_rule,4,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,phanariot,1,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,phanariot,2,4,"en,hu,ro,ru",,2.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,phanariot,3,4,"en,hu,ro,ru",,3.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,phanariot,4,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ro_budapest,1,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ro_budapest,2,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ro_budapest,3,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ro_budapest,4,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ro_holocaust,1,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ro_holocaust,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ro_holocaust,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ro_holocaust,4,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ro_language,1,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ro_language,2,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ro_language,3,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ro_language,4,4,"en,hu,ro,ru",,7.0,0.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ro_resistance,1,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ro_resistance,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ro_resistance,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,ro_resistance,4,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,tr_demography,1,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,tr_demography,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,tr_demography,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,tr_demography,4,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,tr_integration,1,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,tr_integration,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,tr_integration,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,tr_integration,4,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,trianon_hu,1,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,trianon_hu,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,trianon_hu,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,trianon_hu,4,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,vlad_tepes,1,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,vlad_tepes,2,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,vlad_tepes,3,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,vlad_tepes,4,4,"en,hu,ro,ru",,0.0,1.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ceausescu,1,4,"en,hu,ro,ru",,4.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ceausescu,2,4,"en,hu,ro,ru",,4.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ceausescu,3,4,"en,hu,ro,ru",,4.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,ceausescu,4,4,"en,hu,ro,ru",,4.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,d_r_continuity,1,4,"en,hu,ro,ru",,6.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,d_r_continuity,2,4,"en,hu,ro,ru",,6.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,d_r_continuity,3,4,"en,hu,ro,ru",,6.0,0.0
meta-llama/Llama-4-Scout-17B-16E-Instruct,d_r_continuity,4,4,"en,hu,ro,ru",,6.0,0.0
