qid,lang,model,std
ro_holocaust,en,Qwen/Qwen2.5-7B-Instruct-Turbo,0.4330127018922193
ro_holocaust,en,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.5
ro_holocaust,en,arcee-ai/virtuoso-large,0.5
ro_holocaust,en,deepseek-ai/DeepSeek-R1,0.0
ro_holocaust,en,deepseek-ai/DeepSeek-V3.1,0.5
ro_holocaust,en,google/gemma-3n-E4B-it,0.0
ro_holocaust,en,lgai/exaone-3-5-32b-instruct,0.0
ro_holocaust,en,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
ro_holocaust,en,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
ro_holocaust,en,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
ro_holocaust,en,mistralai/Mistral-Small-24B-Instruct-2501,0.82915619758885
ro_holocaust,en,moonshotai/Kimi-K2-Instruct,0.0
ro_holocaust,en,openai/gpt-oss-20b,0.0
ro_holocaust,hu,Qwen/Qwen2.5-7B-Instruct-Turbo,0.0
ro_holocaust,hu,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.0
ro_holocaust,hu,arcee-ai/virtuoso-large,0.5
ro_holocaust,hu,deepseek-ai/DeepSeek-R1,3.897114317029974
ro_holocaust,hu,deepseek-ai/DeepSeek-V3.1,0.8660254037844386
ro_holocaust,hu,google/gemma-3n-E4B-it,0.0
ro_holocaust,hu,lgai/exaone-3-5-32b-instruct,0.0
ro_holocaust,hu,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
ro_holocaust,hu,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
ro_holocaust,hu,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
ro_holocaust,hu,mistralai/Mistral-Small-24B-Instruct-2501,0.7071067811865476
ro_holocaust,hu,moonshotai/Kimi-K2-Instruct,0.4330127018922193
ro_holocaust,hu,openai/gpt-oss-20b,0.82915619758885
ro_holocaust,ro,Qwen/Qwen2.5-7B-Instruct-Turbo,0.0
ro_holocaust,ro,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.0
ro_holocaust,ro,arcee-ai/virtuoso-large,0.0
ro_holocaust,ro,deepseek-ai/DeepSeek-R1,3.897114317029974
ro_holocaust,ro,deepseek-ai/DeepSeek-V3.1,0.0
ro_holocaust,ro,google/gemma-3n-E4B-it,0.0
ro_holocaust,ro,lgai/exaone-3-5-32b-instruct,0.0
ro_holocaust,ro,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
ro_holocaust,ro,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
ro_holocaust,ro,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
ro_holocaust,ro,mistralai/Mistral-Small-24B-Instruct-2501,0.5
ro_holocaust,ro,moonshotai/Kimi-K2-Instruct,0.0
ro_holocaust,ro,openai/gpt-oss-20b,0.0
ro_holocaust,ru,Qwen/Qwen2.5-7B-Instruct-Turbo,1.224744871391589
ro_holocaust,ru,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.0
ro_holocaust,ru,arcee-ai/virtuoso-large,0.8660254037844386
ro_holocaust,ru,deepseek-ai/DeepSeek-R1,0.0
ro_holocaust,ru,deepseek-ai/DeepSeek-V3.1,0.5
ro_holocaust,ru,google/gemma-3n-E4B-it,0.0
ro_holocaust,ru,lgai/exaone-3-5-32b-instruct,2.277608394786075
ro_holocaust,ru,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
ro_holocaust,ru,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
ro_holocaust,ru,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.4330127018922193
ro_holocaust,ru,mistralai/Mistral-Small-24B-Instruct-2501,0.4330127018922193
ro_holocaust,ru,moonshotai/Kimi-K2-Instruct,0.0
ro_holocaust,ru,openai/gpt-oss-20b,3.897114317029974
ro_language,en,Qwen/Qwen2.5-7B-Instruct-Turbo,0.4330127018922193
ro_language,en,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.4330127018922193
ro_language,en,arcee-ai/virtuoso-large,0.4330127018922193
ro_language,en,deepseek-ai/DeepSeek-R1,0.0
ro_language,en,deepseek-ai/DeepSeek-V3.1,1.6393596310755
ro_language,en,google/gemma-3n-E4B-it,0.0
ro_language,en,lgai/exaone-3-5-32b-instruct,0.0
ro_language,en,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.8660254037844386
ro_language,en,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
ro_language,en,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
ro_language,en,mistralai/Mistral-Small-24B-Instruct-2501,2.7726341266023544
ro_language,en,moonshotai/Kimi-K2-Instruct,1.224744871391589
ro_language,en,openai/gpt-oss-20b,1.7853571071357126
ro_language,hu,Qwen/Qwen2.5-7B-Instruct-Turbo,0.0
ro_language,hu,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.4330127018922193
ro_language,hu,arcee-ai/virtuoso-large,0.4330127018922193
ro_language,hu,deepseek-ai/DeepSeek-R1,0.0
ro_language,hu,deepseek-ai/DeepSeek-V3.1,1.0
ro_language,hu,google/gemma-3n-E4B-it,0.7071067811865476
ro_language,hu,lgai/exaone-3-5-32b-instruct,0.4330127018922193
ro_language,hu,meta-llama/Llama-3.3-70B-Instruct-Turbo,1.299038105676658
ro_language,hu,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
ro_language,hu,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.5
ro_language,hu,mistralai/Mistral-Small-24B-Instruct-2501,1.224744871391589
ro_language,hu,moonshotai/Kimi-K2-Instruct,3.491060010942235
ro_language,hu,openai/gpt-oss-20b,1.118033988749895
ro_language,ro,Qwen/Qwen2.5-7B-Instruct-Turbo,0.4330127018922193
ro_language,ro,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.5
ro_language,ro,arcee-ai/virtuoso-large,1.0897247358851685
ro_language,ro,deepseek-ai/DeepSeek-R1,1.7320508075688772
ro_language,ro,deepseek-ai/DeepSeek-V3.1,3.6996621467371855
ro_language,ro,google/gemma-3n-E4B-it,0.0
ro_language,ro,lgai/exaone-3-5-32b-instruct,0.0
ro_language,ro,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
ro_language,ro,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,1.7320508075688772
ro_language,ro,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
ro_language,ro,mistralai/Mistral-Small-24B-Instruct-2501,1.299038105676658
ro_language,ro,moonshotai/Kimi-K2-Instruct,0.5
ro_language,ro,openai/gpt-oss-20b,1.7320508075688772
ro_language,ru,Qwen/Qwen2.5-7B-Instruct-Turbo,1.118033988749895
ro_language,ru,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.5
ro_language,ru,arcee-ai/virtuoso-large,0.4330127018922193
ro_language,ru,deepseek-ai/DeepSeek-R1,0.4330127018922193
ro_language,ru,deepseek-ai/DeepSeek-V3.1,3.0
ro_language,ru,google/gemma-3n-E4B-it,0.0
ro_language,ru,lgai/exaone-3-5-32b-instruct,0.0
ro_language,ru,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.4330127018922193
ro_language,ru,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
ro_language,ru,meta-llama/Llama-4-Scout-17B-16E-Instruct,1.7320508075688772
ro_language,ru,mistralai/Mistral-Small-24B-Instruct-2501,3.0
ro_language,ru,moonshotai/Kimi-K2-Instruct,0.7071067811865476
ro_language,ru,openai/gpt-oss-20b,2.48746859276655
ro_resistance,en,Qwen/Qwen2.5-7B-Instruct-Turbo,0.0
ro_resistance,en,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.0
ro_resistance,en,arcee-ai/virtuoso-large,0.5
ro_resistance,en,deepseek-ai/DeepSeek-R1,2.345207879911715
ro_resistance,en,deepseek-ai/DeepSeek-V3.1,0.4330127018922193
ro_resistance,en,google/gemma-3n-E4B-it,0.0
ro_resistance,en,lgai/exaone-3-5-32b-instruct,0.0
ro_resistance,en,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
ro_resistance,en,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
ro_resistance,en,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.4330127018922193
ro_resistance,en,mistralai/Mistral-Small-24B-Instruct-2501,1.5
ro_resistance,en,moonshotai/Kimi-K2-Instruct,0.8660254037844386
ro_resistance,en,openai/gpt-oss-20b,0.82915619758885
ro_resistance,hu,Qwen/Qwen2.5-7B-Instruct-Turbo,1.0
ro_resistance,hu,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.4330127018922193
ro_resistance,hu,arcee-ai/virtuoso-large,0.5
ro_resistance,hu,deepseek-ai/DeepSeek-R1,3.0
ro_resistance,hu,deepseek-ai/DeepSeek-V3.1,0.5
ro_resistance,hu,google/gemma-3n-E4B-it,0.8660254037844386
ro_resistance,hu,lgai/exaone-3-5-32b-instruct,0.0
ro_resistance,hu,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
ro_resistance,hu,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
ro_resistance,hu,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.4330127018922193
ro_resistance,hu,mistralai/Mistral-Small-24B-Instruct-2501,1.920286436967152
ro_resistance,hu,moonshotai/Kimi-K2-Instruct,0.0
ro_resistance,hu,openai/gpt-oss-20b,1.0897247358851685
ro_resistance,ro,Qwen/Qwen2.5-7B-Instruct-Turbo,0.4330127018922193
ro_resistance,ro,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.0
ro_resistance,ro,arcee-ai/virtuoso-large,0.0
ro_resistance,ro,deepseek-ai/DeepSeek-R1,2.598076211353316
ro_resistance,ro,deepseek-ai/DeepSeek-V3.1,1.0
ro_resistance,ro,google/gemma-3n-E4B-it,0.0
ro_resistance,ro,lgai/exaone-3-5-32b-instruct,0.0
ro_resistance,ro,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.5
ro_resistance,ro,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
ro_resistance,ro,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.4330127018922193
ro_resistance,ro,mistralai/Mistral-Small-24B-Instruct-2501,2.9154759474226504
ro_resistance,ro,moonshotai/Kimi-K2-Instruct,0.5
ro_resistance,ro,openai/gpt-oss-20b,1.4142135623730951
ro_resistance,ru,Qwen/Qwen2.5-7B-Instruct-Turbo,0.0
ro_resistance,ru,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.0
ro_resistance,ru,arcee-ai/virtuoso-large,0.4330127018922193
ro_resistance,ru,deepseek-ai/DeepSeek-R1,0.0
ro_resistance,ru,deepseek-ai/DeepSeek-V3.1,0.82915619758885
ro_resistance,ru,google/gemma-3n-E4B-it,0.0
ro_resistance,ru,lgai/exaone-3-5-32b-instruct,0.5
ro_resistance,ru,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
ro_resistance,ru,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
ro_resistance,ru,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.4330127018922193
ro_resistance,ru,mistralai/Mistral-Small-24B-Instruct-2501,1.7853571071357126
ro_resistance,ru,moonshotai/Kimi-K2-Instruct,0.4330127018922193
ro_resistance,ru,openai/gpt-oss-20b,0.82915619758885
tr_demography,en,Qwen/Qwen2.5-7B-Instruct-Turbo,0.8660254037844386
tr_demography,en,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.5
tr_demography,en,arcee-ai/virtuoso-large,0.4330127018922193
tr_demography,en,deepseek-ai/DeepSeek-R1,0.0
tr_demography,en,deepseek-ai/DeepSeek-V3.1,0.4330127018922193
tr_demography,en,google/gemma-3n-E4B-it,0.0
tr_demography,en,lgai/exaone-3-5-32b-instruct,0.4330127018922193
tr_demography,en,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.8660254037844386
tr_demography,en,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
tr_demography,en,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
tr_demography,en,mistralai/Mistral-Small-24B-Instruct-2501,0.5
tr_demography,en,moonshotai/Kimi-K2-Instruct,0.5
tr_demography,en,openai/gpt-oss-20b,3.031088913245535
tr_demography,hu,Qwen/Qwen2.5-7B-Instruct-Turbo,0.0
tr_demography,hu,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.5
tr_demography,hu,arcee-ai/virtuoso-large,0.4330127018922193
tr_demography,hu,deepseek-ai/DeepSeek-R1,0.0
tr_demography,hu,deepseek-ai/DeepSeek-V3.1,1.7853571071357126
tr_demography,hu,google/gemma-3n-E4B-it,0.4330127018922193
tr_demography,hu,lgai/exaone-3-5-32b-instruct,0.7071067811865476
tr_demography,hu,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.5
tr_demography,hu,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
tr_demography,hu,meta-llama/Llama-4-Scout-17B-16E-Instruct,1.0
tr_demography,hu,mistralai/Mistral-Small-24B-Instruct-2501,1.299038105676658
tr_demography,hu,moonshotai/Kimi-K2-Instruct,1.920286436967152
tr_demography,hu,openai/gpt-oss-20b,3.112474899497183
tr_demography,ro,Qwen/Qwen2.5-7B-Instruct-Turbo,0.4330127018922193
tr_demography,ro,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.5
tr_demography,ro,arcee-ai/virtuoso-large,0.4330127018922193
tr_demography,ro,deepseek-ai/DeepSeek-R1,3.5
tr_demography,ro,deepseek-ai/DeepSeek-V3.1,0.4330127018922193
tr_demography,ro,google/gemma-3n-E4B-it,0.0
tr_demography,ro,lgai/exaone-3-5-32b-instruct,0.82915619758885
tr_demography,ro,meta-llama/Llama-3.3-70B-Instruct-Turbo,1.299038105676658
tr_demography,ro,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
tr_demography,ro,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.4330127018922193
tr_demography,ro,mistralai/Mistral-Small-24B-Instruct-2501,2.598076211353316
tr_demography,ro,moonshotai/Kimi-K2-Instruct,0.0
tr_demography,ro,openai/gpt-oss-20b,2.277608394786075
tr_demography,ru,Qwen/Qwen2.5-7B-Instruct-Turbo,3.031088913245535
tr_demography,ru,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.5
tr_demography,ru,arcee-ai/virtuoso-large,0.4330127018922193
tr_demography,ru,deepseek-ai/DeepSeek-R1,3.897114317029974
tr_demography,ru,deepseek-ai/DeepSeek-V3.1,0.0
tr_demography,ru,google/gemma-3n-E4B-it,0.0
tr_demography,ru,lgai/exaone-3-5-32b-instruct,0.0
tr_demography,ru,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
tr_demography,ru,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
tr_demography,ru,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
tr_demography,ru,mistralai/Mistral-Small-24B-Instruct-2501,0.7071067811865476
tr_demography,ru,moonshotai/Kimi-K2-Instruct,0.5
tr_demography,ru,openai/gpt-oss-20b,1.118033988749895
tr_integration,en,Qwen/Qwen2.5-7B-Instruct-Turbo,0.4330127018922193
tr_integration,en,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.0
tr_integration,en,arcee-ai/virtuoso-large,0.4330127018922193
tr_integration,en,deepseek-ai/DeepSeek-R1,3.4641016151377544
tr_integration,en,deepseek-ai/DeepSeek-V3.1,0.8660254037844386
tr_integration,en,google/gemma-3n-E4B-it,2.0
tr_integration,en,lgai/exaone-3-5-32b-instruct,0.0
tr_integration,en,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
tr_integration,en,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
tr_integration,en,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.4330127018922193
tr_integration,en,mistralai/Mistral-Small-24B-Instruct-2501,2.7726341266023544
tr_integration,en,moonshotai/Kimi-K2-Instruct,0.5
tr_integration,en,openai/gpt-oss-20b,0.82915619758885
tr_integration,hu,Qwen/Qwen2.5-7B-Instruct-Turbo,1.920286436967152
tr_integration,hu,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.4330127018922193
tr_integration,hu,arcee-ai/virtuoso-large,0.0
tr_integration,hu,deepseek-ai/DeepSeek-R1,3.031088913245535
tr_integration,hu,deepseek-ai/DeepSeek-V3.1,0.82915619758885
tr_integration,hu,google/gemma-3n-E4B-it,0.4330127018922193
tr_integration,hu,lgai/exaone-3-5-32b-instruct,0.0
tr_integration,hu,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
tr_integration,hu,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
tr_integration,hu,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
tr_integration,hu,mistralai/Mistral-Small-24B-Instruct-2501,1.5
tr_integration,hu,moonshotai/Kimi-K2-Instruct,0.4330127018922193
tr_integration,hu,openai/gpt-oss-20b,2.0615528128088303
tr_integration,ro,Qwen/Qwen2.5-7B-Instruct-Turbo,0.4330127018922193
tr_integration,ro,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.4330127018922193
tr_integration,ro,arcee-ai/virtuoso-large,0.5
tr_integration,ro,deepseek-ai/DeepSeek-R1,3.897114317029974
tr_integration,ro,deepseek-ai/DeepSeek-V3.1,1.118033988749895
tr_integration,ro,google/gemma-3n-E4B-it,0.0
tr_integration,ro,lgai/exaone-3-5-32b-instruct,0.0
tr_integration,ro,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
tr_integration,ro,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
tr_integration,ro,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
tr_integration,ro,mistralai/Mistral-Small-24B-Instruct-2501,1.299038105676658
tr_integration,ro,moonshotai/Kimi-K2-Instruct,0.4330127018922193
tr_integration,ro,openai/gpt-oss-20b,0.82915619758885
tr_integration,ru,Qwen/Qwen2.5-7B-Instruct-Turbo,0.4330127018922193
tr_integration,ru,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.0
tr_integration,ru,arcee-ai/virtuoso-large,0.4330127018922193
tr_integration,ru,deepseek-ai/DeepSeek-R1,0.0
tr_integration,ru,deepseek-ai/DeepSeek-V3.1,0.7071067811865476
tr_integration,ru,google/gemma-3n-E4B-it,0.0
tr_integration,ru,lgai/exaone-3-5-32b-instruct,0.5
tr_integration,ru,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
tr_integration,ru,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
tr_integration,ru,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
tr_integration,ru,mistralai/Mistral-Small-24B-Instruct-2501,2.0463381929681126
tr_integration,ru,moonshotai/Kimi-K2-Instruct,0.0
tr_integration,ru,openai/gpt-oss-20b,1.118033988749895
trianon_hu,en,Qwen/Qwen2.5-7B-Instruct-Turbo,0.0
trianon_hu,en,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.4330127018922193
trianon_hu,en,arcee-ai/virtuoso-large,0.4330127018922193
trianon_hu,en,deepseek-ai/DeepSeek-R1,0.0
trianon_hu,en,deepseek-ai/DeepSeek-V3.1,0.4330127018922193
trianon_hu,en,google/gemma-3n-E4B-it,0.0
trianon_hu,en,lgai/exaone-3-5-32b-instruct,0.0
trianon_hu,en,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
trianon_hu,en,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
trianon_hu,en,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
trianon_hu,en,mistralai/Mistral-Small-24B-Instruct-2501,0.5
trianon_hu,en,moonshotai/Kimi-K2-Instruct,0.5
trianon_hu,en,openai/gpt-oss-20b,1.224744871391589
trianon_hu,hu,Qwen/Qwen2.5-7B-Instruct-Turbo,0.8660254037844386
trianon_hu,hu,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.4330127018922193
trianon_hu,hu,arcee-ai/virtuoso-large,0.0
trianon_hu,hu,deepseek-ai/DeepSeek-R1,0.0
trianon_hu,hu,deepseek-ai/DeepSeek-V3.1,0.5
trianon_hu,hu,google/gemma-3n-E4B-it,0.0
trianon_hu,hu,lgai/exaone-3-5-32b-instruct,2.598076211353316
trianon_hu,hu,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
trianon_hu,hu,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
trianon_hu,hu,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
trianon_hu,hu,mistralai/Mistral-Small-24B-Instruct-2501,1.0897247358851685
trianon_hu,hu,moonshotai/Kimi-K2-Instruct,0.4330127018922193
trianon_hu,hu,openai/gpt-oss-20b,0.0
trianon_hu,ro,Qwen/Qwen2.5-7B-Instruct-Turbo,0.4330127018922193
trianon_hu,ro,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.4330127018922193
trianon_hu,ro,arcee-ai/virtuoso-large,0.0
trianon_hu,ro,deepseek-ai/DeepSeek-R1,0.8660254037844386
trianon_hu,ro,deepseek-ai/DeepSeek-V3.1,3.0
trianon_hu,ro,google/gemma-3n-E4B-it,0.0
trianon_hu,ro,lgai/exaone-3-5-32b-instruct,2.598076211353316
trianon_hu,ro,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.8660254037844386
trianon_hu,ro,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
trianon_hu,ro,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
trianon_hu,ro,mistralai/Mistral-Small-24B-Instruct-2501,2.48746859276655
trianon_hu,ro,moonshotai/Kimi-K2-Instruct,3.3541019662496847
trianon_hu,ro,openai/gpt-oss-20b,
trianon_hu,ru,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5
trianon_hu,ru,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.0
trianon_hu,ru,arcee-ai/virtuoso-large,0.4330127018922193
trianon_hu,ru,deepseek-ai/DeepSeek-R1,2.277608394786075
trianon_hu,ru,deepseek-ai/DeepSeek-V3.1,0.5
trianon_hu,ru,google/gemma-3n-E4B-it,0.4330127018922193
trianon_hu,ru,lgai/exaone-3-5-32b-instruct,0.0
trianon_hu,ru,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
trianon_hu,ru,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
trianon_hu,ru,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
trianon_hu,ru,mistralai/Mistral-Small-24B-Instruct-2501,1.6393596310755
trianon_hu,ru,moonshotai/Kimi-K2-Instruct,0.7071067811865476
trianon_hu,ru,openai/gpt-oss-20b,1.0897247358851685
vlad_tepes,en,Qwen/Qwen2.5-7B-Instruct-Turbo,0.8660254037844386
vlad_tepes,en,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.4330127018922193
vlad_tepes,en,arcee-ai/virtuoso-large,0.0
vlad_tepes,en,deepseek-ai/DeepSeek-R1,0.0
vlad_tepes,en,deepseek-ai/DeepSeek-V3.1,3.5355339059327378
vlad_tepes,en,google/gemma-3n-E4B-it,0.0
vlad_tepes,en,lgai/exaone-3-5-32b-instruct,0.0
vlad_tepes,en,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
vlad_tepes,en,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
vlad_tepes,en,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
vlad_tepes,en,mistralai/Mistral-Small-24B-Instruct-2501,0.4330127018922193
vlad_tepes,en,moonshotai/Kimi-K2-Instruct,0.4330127018922193
vlad_tepes,en,openai/gpt-oss-20b,0.4330127018922193
vlad_tepes,hu,Qwen/Qwen2.5-7B-Instruct-Turbo,1.118033988749895
vlad_tepes,hu,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.4330127018922193
vlad_tepes,hu,arcee-ai/virtuoso-large,0.82915619758885
vlad_tepes,hu,deepseek-ai/DeepSeek-R1,3.897114317029974
vlad_tepes,hu,deepseek-ai/DeepSeek-V3.1,3.5355339059327378
vlad_tepes,hu,google/gemma-3n-E4B-it,0.0
vlad_tepes,hu,lgai/exaone-3-5-32b-instruct,0.5
vlad_tepes,hu,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
vlad_tepes,hu,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
vlad_tepes,hu,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
vlad_tepes,hu,mistralai/Mistral-Small-24B-Instruct-2501,2.692582403567252
vlad_tepes,hu,moonshotai/Kimi-K2-Instruct,0.82915619758885
vlad_tepes,hu,openai/gpt-oss-20b,1.299038105676658
vlad_tepes,ro,Qwen/Qwen2.5-7B-Instruct-Turbo,0.82915619758885
vlad_tepes,ro,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.4330127018922193
vlad_tepes,ro,arcee-ai/virtuoso-large,0.4330127018922193
vlad_tepes,ro,deepseek-ai/DeepSeek-R1,0.0
vlad_tepes,ro,deepseek-ai/DeepSeek-V3.1,2.8613807855648994
vlad_tepes,ro,google/gemma-3n-E4B-it,0.0
vlad_tepes,ro,lgai/exaone-3-5-32b-instruct,0.4330127018922193
vlad_tepes,ro,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.0
vlad_tepes,ro,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
vlad_tepes,ro,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
vlad_tepes,ro,mistralai/Mistral-Small-24B-Instruct-2501,1.224744871391589
vlad_tepes,ro,moonshotai/Kimi-K2-Instruct,1.118033988749895
vlad_tepes,ro,openai/gpt-oss-20b,1.479019945774904
vlad_tepes,ru,Qwen/Qwen2.5-7B-Instruct-Turbo,0.5
vlad_tepes,ru,Qwen/Qwen3-235B-A22B-Instruct-2507-tput,0.0
vlad_tepes,ru,arcee-ai/virtuoso-large,0.4330127018922193
vlad_tepes,ru,deepseek-ai/DeepSeek-R1,2.8722813232690143
vlad_tepes,ru,deepseek-ai/DeepSeek-V3.1,0.7071067811865476
vlad_tepes,ru,google/gemma-3n-E4B-it,0.0
vlad_tepes,ru,lgai/exaone-3-5-32b-instruct,0.0
vlad_tepes,ru,meta-llama/Llama-3.3-70B-Instruct-Turbo,0.7071067811865476
vlad_tepes,ru,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,0.0
vlad_tepes,ru,meta-llama/Llama-4-Scout-17B-16E-Instruct,0.0
vlad_tepes,ru,mistralai/Mistral-Small-24B-Instruct-2501,0.82915619758885
vlad_tepes,ru,moonshotai/Kimi-K2-Instruct,0.82915619758885
vlad_tepes,ru,openai/gpt-oss-20b,
